Park Name,slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Park Header,Park type,Description,Street Address,latitude,longitude,City,Province,Postal Code,Fenced,Separate Small Dog Area,Surface type,Size,Water source available,Benches,Shaded area,Waste bins,Bag Dispensers,Parking Available,Washrooms nearby,Operating hours,Seasonal Restrictions,Park Website or Source,Google Maps Link,Tags,Notes / Comments,Intro Paragraph,Media,Reviewed On,Meta Title,Meta Description,Dog Park FAQs,Park Rules,Public Notes
Andy Livingstone,balaclava-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6838bee6e03210dd8f955200,false,false,Thu May 29 2025 20:09:10 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:37:10 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:38:18 GMT+0000 (Coordinated Universal Time),Andy Livingstone (off-leash dog park),Leash Free,"<p>Balaclava Park is a fantastic leash-free zone for dogs located in Vancouver, BC. Covering 7738 square meters, it has a grass base that supports active dog activities. Dog owners will appreciate the park’s 7AM to 10AM &amp; 5PM to 10PM access and how it includes comfortable benches, offers shady spots, and has accessible washrooms nearby. Does not include water access. It’s a great space to let your pup roam and meet other dogs.</p>",4594 Balaclava Street Vancouve,,,Vancouver,BC,,No,,Grass,,No,Yes,Yes,No,,,Yes,7AM to 10AM & 5PM to 10PM,,,,,,"<p>Balaclava Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minimal shade, and limited seating, making it a great destination for local dog owners to relax and let their pets socialize.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png,,,,,,
Antigonish Dog Park,antigonish-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68b8a1f45865382ed6374a31,false,false,Wed Sep 03 2025 20:15:48 GMT+0000 (Coordinated Universal Time),Wed Sep 03 2025 20:16:27 GMT+0000 (Coordinated Universal Time),Sat Sep 06 2025 19:21:07 GMT+0000 (Coordinated Universal Time),Antigonish Dog Park Leash-Free Dog Park,Leash Free,"<p>Fully fenced community dog park in Antigonish with benches, garbage cans, and open grassy areas for dogs to run and play safely.</p>","Club 60 Grounds, Antigonish",45.62,-61.993,Antigonish,NS,,Yes,No,"grass, dirt",Medium,Unknown,Yes,Partial,Yes,Not specified,Yes,Unknown,Dawn - Dusk,,https://www.bringfido.com/attraction/16294/,https://www.google.com/maps?q=Antigonish+Dog+Park+NS,"leash-free, fenced, community","<p>Located behind the Club 60 building. Includes multiple exits, garbage cans, and benches.</p>","<p>Antigonish Dog Park is a fenced leash-free dog park in Antigonish, offering grassy play areas and benches for the community. It’s a safe and convenient spot for dogs to socialize and exercise.</p>",,,,,,,
Apollo Crater Park,apollo-crater-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6859f1a1272bb640b1aebd8d,false,false,Tue Jun 24 2025 00:30:25 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 00:30:25 GMT+0000 (Coordinated Universal Time),Tue Jun 24 2025 21:21:34 GMT+0000 (Coordinated Universal Time),Apollo Crater Park | Off-Leash Dog Park in Ottawa,Leash Free,"<p>Apollo Crater Park is an off-leash Ottawa park in Orléans, with current open-data-backed listings placing it at 600 Apollo Way in Cumberland.</p>",600 Apollo Way,45.323,-75.6585,Ottawa,Ontario,,No,No,Grass,"37,190 m²",No,Unknown - verify on arrival,Limited,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown,5 am to 11 pm unless otherwise posted,Check posted signage and City of Ottawa updates,https://ottawa.ca/en/recreation-and-parks/parks-and-green-space/dog-parks/dogs-parks,https://www.google.com/maps/search/?api=1&query=Apollo+Crater+Park+600+Apollo+Way+Ottawa+ON,"off-leash, unfenced, ottawa, orleans","<p>Official Ottawa rule sources used for this refresh: https://ottawa.ca/en/recreation-and-parks/parks-and-green-space/dog-parks/dogs-parks and https://ottawa.ca/en/recreation-and-parks/facilities-and-rentals/parks-and-green-space. Current park-specific designation and location details were cross-checked against open-data-backed listings that state their facility data comes from the City of Ottawa Open Data portal. Because the city&apos;s interactive map was not directly readable in this environment, park-specific amenity claims were kept conservative.</p>","<p>Apollo Crater Park is an off-leash Ottawa park in Orléans, with current open-data-backed listings placing it at 600 Apollo Way in Cumberland and Ottawa&apos;s citywide dog-park rules applying on site.</p>",,2026-07-29,Apollo Crater Park | Off-Leash Dog Park in Ottawa | LeashFree.ca,"Source-backed guide to Apollo Crater Park in Ottawa, including the current 600 Apollo Way location, off-leash designation context, Ottawa park hours, and practical visit notes based on official rules and open-data-backed listings.",,,
Ardmore Park Service Dog Park,ardmore-park-service-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68b8555273a1a50e342338d1,false,false,Wed Sep 03 2025 14:48:50 GMT+0000 (Coordinated Universal Time),Wed Sep 03 2025 19:49:10 GMT+0000 (Coordinated Universal Time),Sat Sep 06 2025 19:21:07 GMT+0000 (Coordinated Universal Time),Ardmore Park Service Dog Park Leash-Free Dog Park,Leash Free,<p>Small community off-leash park with fenced area offering a safe place for local dogs to play and socialize.</p>,6424 Almon Street,44.658897,-63.613091,Halifax,NS,,Yes,No,"grass, gravel",Small,No,Yes,Partial,Yes,No,Limited,Unknown,5:00 a.m. - 10:00 p.m.,,https://www.halifax.ca/parks-recreation/parks-trails-gardens/parks-outdoor-spaces/leash-dog-parks,https://www.google.com/maps?q=6424+Almon+Street+Halifax,"leash-free, fenced, community",<p>Compact fenced park mainly serving local residents; limited amenities beyond basic fencing and bins.</p>,"<p>Ardmore Park Service Dog Park is a neighborhood leash-free dog park in Halifax, offering a safe fenced space for dogs to play and socialize close to home.</p>",,,,,,,
Auburn Bay Off-Leash Area,auburn-bay-off-leash-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,683b175f74b03fc93bfd5438,false,false,Sat May 31 2025 14:51:11 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 14:51:11 GMT+0000 (Coordinated Universal Time),Sun Jun 01 2025 00:16:54 GMT+0000 (Coordinated Universal Time),Auburn Bay Dog Park (Community Off-Leash Greenspace),Leash Free,"<p>Located on the southeast edge of Calgary, Auburn Bay Off-Leash Area provides a large green field for dogs to play, bordered by residential neighborhoods and walking trails.</p>",52 Ave SE & Auburn Bay Blvd SE,,,Calgary,Alberta,T3M 0K5,No,No,Grass,Unknown,No,Yes,,Yes,,Street Parking,No,5:00 AM to 11:00 PM,,https://www.calgary.ca/parks/off-leash-locations.html,https://www.google.com/maps/place/Auburn+Bay+Dog+Park/,"open space, suburban, southeast Calgary","<p>No water or shade, so consider visiting during cooler times.</p>",<p>Auburn Bay Dog Park is a spacious grassy field perfect for suburban dog owners looking for off-leash fun within their community.</p>,,,,,,,
Audley Recreation Centre Off-Leash Area,audley-recreation-centre,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68700bdc75af7ebcbb9ce230,false,false,Thu Jul 10 2025 18:52:12 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 12:18:36 GMT+0000 (Coordinated Universal Time),Audley Recreation Centre Off-Leash Area,Leash Free,"<p>Ajax's current outdoor pages clearly still treat Audley Recreation Centre as one of the town's designated off-leash locations. The most useful current description is straightforward: the off-leash area is west of the baseball fields at Audley Recreation Centre, which gives dog owners a practical on-site reference instead of vague copy about a general grassy area.</p><p>The town's current waste and pet-service mapping also helps tighten the location details. Ajax lists the site as the <strong>Audley Off-Leash Dog Park</strong> at <strong>Audley Recreation Centre, 2001 Audley Road</strong>, while the recreation centre itself is commonly listed at <strong>1955 Audley Road North</strong>. The best way to present that without over-claiming is to anchor the page to the recreation centre complex and the off-leash area's position west of the baseball fields, rather than pretending the town publishes a detailed stand-alone facility profile for the dog park itself.</p><p>Ajax's broader leash-free network context is also worth preserving. The town's current parks pages say Ajax has designated off-leash areas at the bottom of Hermitage Park, Greenwood Conservation Area, the Anglers Parking Area on Westney Road, Audley Recreation Centre, and Mulberry Meadows Neighbourhood Park.</p>","Audley Recreation Centre, west of the baseball fields",,,Ajax,Ontario,,Unknown,Unknown,Grass,Neighbourhood off-leash area,Unknown,Unknown,Unknown,Unknown,Unknown,Yes - at the recreation centre complex,Yes - recreation centre complex,,Follow posted town signage and current recreation-centre site access,https://www.ajax.ca/en/play-and-discover/parks-trails-and-conservation-areas.aspx,https://www.google.com/maps/search/?api=1&query=Audley+Off-Leash+Dog+Park+Ajax+ON,"off-leash,sports-fields,audley-road,ajax-network","<p>Primary sources reviewed on August 17, 2026: https://www.ajax.ca/en/play-and-discover/parks-trails-and-conservation-areas.aspx ; https://ajax.ca/explore/parks-recreation/explore-ajax-outdoors/ ; and https://ajax.ca/life-in-ajax/town-services/garbage-recycling/ . These sources support Audley Recreation Centre's continued status as one of Ajax's designated off-leash areas, its placement west of the baseball fields, and the current Audley Road address context used by the town's service mapping.</p>","<p>Audley Recreation Centre is one of Ajax's current designated off-leash dog park locations. The Town of Ajax's current parks pages place the off-leash area west of the baseball fields, and current service mapping identifies it as the Audley Off-Leash Dog Park at the Audley Recreation Centre on Audley Road.</p>",,Mon Aug 17 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Audley Recreation Centre Off-Leash Area | Ajax, ON | LeashFree.ca","Source-backed guide to the Audley Recreation Centre off-leash area in Ajax, including the current Audley Road location, the off-leash site west of the baseball fields, and the Town of Ajax's current leash-free park network context.",,,
Avalon Dog Park,avalon-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871ca37ce61908dfb0e606d,false,false,Sat Jul 12 2025 02:36:39 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 02:38:51 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 03:27:49 GMT+0000 (Coordinated Universal Time),Avalon Dog Park Leash-Free Dog Park,Leash Free,<p>Avalon Dog Park is a popular fenced dog park in Saskatoon where dogs of all sizes can enjoy exercise and play in a secure setting.</p>,2615 Broadway Ave,52.0903,-106.6405,Saskatoon,Saskatchewan,S7J 0Z5,Yes,No,grass,Medium,No,Yes,Minimal,Yes,Yes,Street Parking,No,5 am – 11 pm,None,https://www.saskatoon.ca/parks-recreation-attractions/parks/dog-parks,"https://maps.google.com/?q=2615+Broadway+Ave,+Saskatoon,+SK","leash-free,fenced,urban",,"<p>Avalon Dog Park in Saskatoon is a secure fenced area for dogs to play, run, and meet other pups in a friendly neighbourhood setting.</p>",,,,,,,
Awenda Pet Beach Area,awenda-pet-beach-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68705e93688eeb2268696fb9,false,false,Fri Jul 11 2025 00:45:07 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 00:45:53 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 12:18:36 GMT+0000 (Coordinated Universal Time),Awenda Pet Beach Area Leash-Free Dog Park,Leash Free,"<p>Awenda Provincial Park offers a designated pet beach where dogs can swim and play off-leash in a serene, natural setting.</p>",670 Concession Rd 16 W,44.85215056371119,-80.01467189444537,Tiny,Ontario,L9M 0B8,No,No,"sand, water, forest trail",Large,Yes,No,Yes,Yes,No,Yes,Yes (Seasonal),8 am – 10 pm,Park access may vary by season,https://www.ontarioparks.com/park/awenda,"https://www.google.com/maps/place/Awenda+Pet+Beach+Area/@44.8369174,-80.0671093,13.5z/data=!4m14!1m7!3m6!1s0x4d2b20110551a569:0xa0870447d1ac5690!2sAwenda+Pet+Beach+Area!8m2!3d44.8498792!4d-80.0152265!16s%2Fg%2F11c1n64dsd!3m5!1s0x4d2b20110551a569:0xa0870447d1ac5690!8m2!3d44.8498792!4d-80.0152265!16s%2Fg%2F11c1n64dsd!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDcwNy4wIKXMDSoASAFQAw%3D%3D","leash-free,dog-beach,provincial-park,nature",<p>Dogs must be leashed in all other park areas. Pet beach is marked and off-leash use is permitted there.</p>,"<p>Awenda Pet Beach Area is a scenic off-leash beach in Awenda Provincial Park where dogs can swim, play, and explore the shoreline freely.</p>",,,,,,,
Baffin Dog Park,baffin-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871c5d2a53eee8a34b8393a,false,false,Sat Jul 12 2025 02:17:54 GMT+0000 (Coordinated Universal Time),Tue Aug 25 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 03:27:49 GMT+0000 (Coordinated Universal Time),Baffin Dog Park | Thompson,Leash Free,"<p>The City of Thompson's current Parks &amp; Trails directory lists Baffin Dog Park in the municipal park system and describes it as grassed. The City's animal-control bylaw defines an off-leash dog park as an area designated by Thompson where dogs are not required to be restrained by a leash.</p><p>Thompson's rules place responsibility on the handler. Owners must remain present with the dog in view, maintain control by verbal commands, carry a leash, remove a dog immediately if it behaves dangerously or aggressively, fill holes dug by the dog, and clean up excrement. The bylaw also says dogs must be vaccinated.</p><p>Local licensing is part of the visit context. Thompson says dogs and cats over four months old must be registered, and the City's current 2026 page lists registration fees and requires proof of rabies vaccination. Keep the current tag with the dog when it is off the owner's property.Those details are intentionally left unknown until the City publishes or confirms them.</p>",Unknown - City listing does not publish a street address,,,Thompson,Manitoba,R8N 1B8,Unknown - not confirmed by current City listing,Unknown - not confirmed,Grassed,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify on arrival,Unknown - verify current City notices,"Dogs must be vaccinated; handlers must maintain verbal control, carry a leash, and clean up waste",https://thompson.ca/p/parks-trails,,"off-leash,thompson,grassed,municipal-park","<p>Primary sources reviewed on August 25, 2026: <a href=""https://thompson.ca/p/parks-trails"">City of Thompson Parks &amp; Trails</a>, <a href=""https://www.thompson.ca/Home/DownloadDocument?docId=20708bf5-77f0-4531-bd04-399c21917972"">Consolidated Animal Control By-law 1865-2012</a>, <a href=""https://www.thompson.ca/p/pets-animals"">City of Thompson Pets &amp; Animals</a>, and <a href=""https://www.thompson.ca/p/by-laws-and-policies"">City by-laws page</a>. These sources support the park listing, grassed description, off-leash rules, registration requirements, and rabies requirement; detailed site amenities and exact location remain unconfirmed.</p>","<p>Baffin Dog Park is listed by the City of Thompson as a <strong>grassed municipal park</strong>. Thompson's animal-control bylaw sets the rules for designated off-leash dog parks, but the current park listing does not publish a street address or detailed amenity inventory.</p>",,Tue Aug 25 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Baffin Dog Park | Thompson, MB | LeashFree.ca","Source-backed guide to Baffin Dog Park in Thompson, Manitoba, including the City's current park listing, off-leash rules, licensing, and known uncertainties.",,,
Bakerview Park,bakerview-park-surrey,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871a788016248a31a3190f7,false,false,Sat Jul 12 2025 00:08:40 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 00:12:10 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 01:27:16 GMT+0000 (Coordinated Universal Time),Bakerview Park On-Leash Park Guide,On-leash park guide,"<p>Bakerview Park is a neighbourhood park at 1845 154 Street in South Surrey. It is not one of Surrey's designated dog off-leash areas, so keep your dog on a leash throughout the visit and follow any posted dog-exclusion signs.</p>
<h2>What to expect</h2>
<p>The City lists Sunnyside Community Hall, a garden, playground, picnic tables, two baseball diamonds, a grass soccer field and washrooms at the park. The current municipal park polygon covers approximately 3.85 hectares. Sports fields can be busy in summer, making a short leash and extra space around players, children and other park users especially important.</p>
<h2>Parking, hours and facilities</h2>
<p>Regular park hours are dawn until dusk. The parking lot beside the community hall is reached from 154 Street. Washrooms are listed as a park amenity, but the City does not publish their opening schedule on the park page. Dog-specific drinking water, waste-bag dispensers and exact waste-bin locations are not published, so bring water and waste bags.</p>
<h2>Dog rules</h2>
<p>Surrey requires dogs to be leashed in public places unless they are inside a designated off-leash area. In parks, the leash may be no longer than three metres unless the City has posted a specific off-leash place and time. Dogs over three months must have a current Surrey licence and wear the licence tag. Keep your dog under control, remove waste immediately and respect posted restrictions or temporary closures.</p>
<h2>Finding a designated off-leash area</h2>
<p>If your visit needs off-leash exercise, use Surrey's current dog off-leash directory before leaving home. The City's designated South Surrey options include Blackie Spit Park, Dogwood Park, Latimer Park, Nicomekl Dog Off-Leash and Wills Brook Park; confirm the current map, hours and posted conditions for the location you choose.</p>",1845 154 Street,49.0356433346,-122.7972670408,Surrey,British Columbia,,No designated dog enclosure; dogs must remain leashed,No,Grass sports fields; dog-walking route surface not published,Approximately 3.85 hectares for the whole park,Dog drinking water not published; bring water,Picnic tables confirmed; route-specific benches not published,Shade conditions along a dog-walking route not published,Locations not published; remove and dispose of dog waste,Not published; bring waste bags,Yes,Yes,Dawn until dusk,"Sports fields can be busy in summer; follow posted field, event and maintenance notices",https://www.surrey.ca/parks-recreation/parks/bakerview-park,https://www.google.com/maps/search/?api=1&query=49.0356433346%2C-122.7972670408,"on-leash,neighbourhood-park,sports-fields,washrooms","Reviewed 2026-08-27. Confirmed facts: current on-leash status; 1845 154 Street address; dawn-to-dusk hours; neighbourhood classification; approximately 38,459-square-metre municipal park polygon; community hall, garden, playground, picnic tables, two baseball diamonds, grass soccer field, parking and washrooms; Surrey leash, licensing and cleanup rules. Reasonable inference: 49.0356433346, -122.7972670408 is the centroid calculated from the current City polygon and is used as the page map point. Unknowns: postal code, dog water, benches on a walking route, route-specific shade, waste-bin and bag-dispenser locations, washroom schedule, ordinary parking availability and temporary closures. Sources: https://www.surrey.ca/parks-recreation/parks/bakerview-park | https://www.surrey.ca/parks-recreation/parks/park-features-amenities/dog-off-leash-areas | https://www.surrey.ca/services-payments/animals/responsible-pet-ownership | https://www.surrey.ca/sites/default/files/bylaws/BYL_reg_19105_0.pdf | https://www.surrey.ca/sites/default/files/bylaws/BYL_reg_13480.pdf | https://gisservices.surrey.ca/arcgis/rest/services/ParksFinder/MapServer/0 | https://www.surrey.ca/sites/default/files/media/documents/Dog_Off-Leash_Master_Plan_2012.pdf. Historical source variation: the 2012 strategy proposed a possible 0.45-hectare dog area but required separate master planning; current City sources do not designate Bakerview Park for off-leash use.","<p>Bakerview Park is a dawn-to-dusk neighbourhood park in South Surrey where dogs must remain leashed. Plan a shared-use walk around its grass fields and community amenities, with parking available from 154 Street.</p>",,Thu Aug 27 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Bakerview Park On-Leash Guide | Surrey, BC | LeashFree.ca","Plan a leashed visit to Bakerview Park in Surrey: dawn-to-dusk hours, 154 Street parking, sports fields, washrooms, dog rules and map.","<p><strong>Is Bakerview Park an off-leash dog park?</strong></p><p>No. Bakerview Park is absent from Surrey's current designated off-leash list, so dogs must remain leashed.</p>
<p><strong>Where is Bakerview Park?</strong></p><p>The official address is 1845 154 Street in South Surrey, British Columbia.</p>
<p><strong>What are the park hours?</strong></p><p>The City lists regular operating hours as dawn until dusk. Follow posted notices for temporary changes.</p>
<p><strong>What amenities are at Bakerview Park?</strong></p><p>The City lists Sunnyside Community Hall, a garden, playground, picnic tables, two baseball diamonds, a grass soccer field and washrooms.</p>
<p><strong>Is parking available?</strong></p><p>Yes. The parking lot beside Sunnyside Community Hall is accessed from 154 Street, although availability can vary with programs and field use.</p>
<p><strong>How large is Bakerview Park?</strong></p><p>The current municipal park polygon covers approximately 3.85 hectares. This is the whole neighbourhood park, not a dog-use area.</p>","Dogs must remain leashed because Bakerview Park is not a designated off-leash area. Use a leash no longer than three metres, keep the dog under control, carry waste bags, remove waste immediately, display a current Surrey licence tag for dogs over three months, and follow posted restrictions.",
