priority,collection,item_name,item_slug,field_name,current_page_path,original_webflow_url,current_status,reason,owner_action_needed
"duplicate_or_optional","Blog Posts","Winter Dog Care Tips","winter-dog-care-tips-canada","Rich Text Body","/blog/winter-dog-care-tips-canada/","https://leashfree.ca/dog-breeds/boxer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Winter Dog Care Tips","winter-dog-care-tips-canada","Rich Text Body","/blog/winter-dog-care-tips-canada/","https://leashfree.ca/dog-parks","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Winter Dog Care Tips","winter-dog-care-tips-canada","Rich Text Body","/blog/winter-dog-care-tips-canada/","https://leashfree.ca/dog-parks","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","French Bulldog","french-bulldog","Grooming","/dog-breeds/french-bulldog/","https://youtu.be/ZgkxfhtYPD8?si=8xbnB7cli8xRRp60","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","French Bulldog","french-bulldog","Grooming","/dog-breeds/french-bulldog/","https://www.youtube.com/embed/ZgkxfhtYPD8","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","German Shepherd","german-shepherd","Grooming","/dog-breeds/german-shepherd/","https://youtu.be/qSrTVfu7OLw?si=6zgIZmECNtmZKf-X","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","German Shepherd","german-shepherd","Grooming","/dog-breeds/german-shepherd/","https://www.youtube.com/embed/qSrTVfu7OLw","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","Golden Retriever","golden-retriever","Grooming","/dog-breeds/golden-retriever/","https://youtu.be/nlXNhHkGgWA?si=4WJ6tOgCI5hVW-ZR","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","Golden Retriever","golden-retriever","Grooming","/dog-breeds/golden-retriever/","https://www.youtube.com/embed/nlXNhHkGgWA","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","Labrador Retriever","labrador-retriever","Grooming","/dog-breeds/labrador-retriever/","https://youtu.be/8q4RZHA-y64?si=uhvYAxtBf-dZXhmI","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","Labrador Retriever","labrador-retriever","Grooming","/dog-breeds/labrador-retriever/","https://www.youtube.com/embed/8q4RZHA-y64","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","Shiba Inu","shiba-inu","Grooming","/dog-breeds/shiba-inu/","https://youtu.be/4ovpNNYN0Y4?si=8oFU-ABhrU2YRByS","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"likely_unused","Dog Breeds","Shiba Inu","shiba-inu","Grooming","/dog-breeds/shiba-inu/","https://www.youtube.com/embed/4ovpNNYN0Y4","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
